time,mc energy,min energy
1,500,9.997569272
51,500,9.877547900000893
101,500,9.756718336001772
151,500,9.637416400002637
201,500,9.514454484003533
251,500,9.391404204004427
301,500,9.270597912005304
351,500,9.149410168006185
